season,week,away_team,home_team,away_score,home_score,spread_line,model_spread,model_pick,expected_value,total_line,predicted_total,over_under,ats_result,total_result
2016,5,NYG,GB,16,23,7.0,GB -7.0,GB -7.0,-3.62%,49.0,42.67,Under,push,win
2016,5,NYJ,PIT,13,31,10.0,PIT -9.5,NYJ +10.0,-2.23%,50.0,37.25,Under,loss,win
2016,5,PHI,DET,23,24,-3.5,PHI -2.5,DET +3.5,2.64%,46.0,50.14,Over,win,win
2016,5,LAC,LV,31,34,3.5,LV -3.0,LAC +3.5,-0.59%,50.5,59.04,Over,win,win
2016,5,TB,CAR,17,14,6.0,CAR -7.0,CAR -6.0,1.15%,46.5,35.9,Under,loss,win
2016,5,TEN,MIA,30,17,2.5,MIA -3.0,MIA -2.5,-1.01%,44.5,41.17,Under,loss,loss
2016,5,WAS,BAL,16,10,4.0,BAL -4.0,BAL -4.0,-3.86%,44.5,42.15,Under,loss,win
2016,6,ATL,SEA,24,26,7.0,SEA -6.5,ATL +7.0,-2.97%,45.5,56.69,Over,win,win
2016,6,BAL,NYG,23,27,3.5,NYG -3.0,BAL +3.5,-0.73%,42.5,36.73,Under,loss,loss
2016,6,CAR,NO,38,41,-2.5,CAR -3.0,CAR -2.5,-3.00%,53.5,71.3,Over,loss,win
2016,6,CIN,NE,17,35,7.5,NE -7.0,CIN +7.5,-0.41%,48.5,39.89,Under,loss,loss
2016,6,CLE,TEN,26,28,7.5,TEN -6.5,CLE +7.5,0.44%,45.0,47.03,Over,win,win
2016,6,DAL,GB,30,16,5.0,GB -4.5,DAL +5.0,-1.32%,47.0,51.82,Over,win,loss
2016,6,DEN,LAC,13,21,-3.0,DEN -4.0,DEN -3.0,0.45%,44.0,45.23,Over,loss,loss
2016,6,IND,HOU,23,26,3.0,HOU -3.0,IND +3.0,-3.54%,47.5,50.14,Over,push,win
2016,6,JAX,CHI,17,16,2.5,CHI -2.0,JAX +2.5,-2.30%,46.0,42.15,Under,win,win
2016,6,KC,LV,26,10,-1.0,KC -1.0,LV +1.0,-4.41%,46.5,46.1,Under,loss,win
2016,6,LA,DET,28,31,2.5,DET -2.5,LA +2.5,-4.09%,44.0,43.88,Under,loss,loss
2016,6,NYJ,ARI,3,28,7.5,ARI -7.5,ARI -7.5,-3.55%,46.0,38.48,Under,win,win
2016,6,PHI,WAS,20,27,-3.0,PHI -2.5,WAS +3.0,-1.18%,45.0,50.14,Over,win,win
2016,6,PIT,MIA,15,30,-7.5,PIT -7.0,MIA +7.5,-2.47%,49.5,46.1,Under,win,win
2016,6,SF,BUF,16,45,7.5,BUF -7.5,SF +7.5,-4.24%,44.0,50.62,Over,loss,win
2016,7,BAL,NYJ,16,24,2.0,NYJ -1.0,BAL +2.0,1.91%,40.5,37.36,Under,loss,win
2016,7,BUF,MIA,25,28,-2.5,BUF -2.5,MIA +2.5,-4.08%,46.0,56.94,Over,win,win
2016,7,CHI,GB,10,26,7.5,GB -8.0,GB -7.5,-2.42%,46.5,35.38,Under,win,win
2016,7,CLE,CIN,17,31,11.5,CIN -11.5,CLE +11.5,-4.19%,46.5,40.93,Under,loss,loss
2016,7,HOU,DEN,9,27,8.5,DEN -8.5,HOU +8.5,-4.15%,40.0,35.4,Under,loss,win
2016,7,IND,TEN,34,26,4.0,TEN -2.0,IND +4.0,6.21%,48.5,51.33,Over,win,win
2016,7,MIN,PHI,10,21,-2.5,MIN -1.5,PHI +2.5,1.73%,39.0,42.67,Over,win,loss
2016,7,NE,PIT,27,16,-7.5,NE -5.0,PIT +7.5,10.73%,49.0,50.14,Over,loss,loss
2016,7,NO,KC,21,27,6.0,KC -6.0,KC -6.0,-3.71%,51.0,52.1,Over,push,loss
2016,7,NYG,LA,17,10,-3.0,NYG -2.0,LA +3.0,1.39%,44.5,39.3,Under,loss,win
2016,7,LV,JAX,33,16,1.5,JAX -1.0,LV +1.5,-0.42%,47.5,47.87,Over,win,win
2016,7,LAC,ATL,33,30,4.5,ATL -4.0,LAC +4.5,-3.05%,52.5,59.43,Over,win,win
2016,7,SEA,ARI,6,6,2.5,ARI -2.0,SEA +2.5,-2.14%,43.0,37.0,Under,win,win
2016,7,TB,SF,34,17,1.0,SF -1.0,TB +1.0,-4.25%,45.0,41.17,Under,win,loss
2016,7,WAS,DET,17,20,-1.0,DET -0.0,DET +1.0,1.73%,50.0,45.13,Under,win,win
2016,8,ARI,CAR,20,30,2.5,CAR -1.5,ARI +2.5,1.46%,45.5,48.35,Over,loss,win
2016,8,DET,HOU,13,20,1.0,HOU -1.5,HOU -1.0,-1.19%,46.5,42.15,Under,win,win
2016,8,GB,ATL,32,33,3.0,ATL -2.0,GB +3.0,1.51%,51.0,53.72,Over,win,win
2016,8,JAX,TEN,22,36,3.0,TEN -2.0,JAX +3.0,0.31%,43.5,49.37,Over,loss,win
2016,8,KC,IND,30,14,-3.0,KC -2.0,IND +3.0,1.83%,50.5,50.23,Under,loss,win
2016,8,MIN,CHI,10,20,-5.5,MIN -5.0,CHI +5.5,-2.40%,39.5,34.71,Under,win,win
2016,8,NE,BUF,41,25,-5.5,NE -4.5,BUF +5.5,2.05%,48.0,66.13,Over,loss,win
2016,8,NYJ,CLE,31,28,-2.5,NYJ -2.5,NYJ -2.5,-4.33%,45.5,42.43,Under,win,loss
2016,8,LV,TB,30,24,1.0,TB -0.0,LV +1.0,0.23%,48.0,50.23,Over,win,win
2016,8,PHI,DAL,23,29,5.0,DAL -4.5,PHI +5.0,-0.92%,44.0,50.42,Over,loss,win
2016,8,LAC,DEN,19,27,3.5,DEN -5.0,DEN -3.5,5.12%,43.0,46.1,Over,win,win
2016,8,SEA,NO,20,25,-1.0,SEA -2.5,SEA -1.0,4.22%,50.0,45.13,Under,loss,win
2016,8,WAS,CIN,27,27,3.0,CIN -3.5,CIN -3.0,-2.39%,49.0,50.23,Over,loss,win
2016,9,ATL,TB,43,28,-4.5,ATL -4.0,TB +4.5,-2.43%,49.0,71.9,Over,loss,win
2016,9,BUF,SEA,25,31,5.5,SEA -5.5,SEA -5.5,-3.43%,43.5,48.31,Over,win,win
2016,9,CAR,LA,13,10,-3.0,CAR -3.0,LA +3.0,-3.70%,44.5,42.67,Under,push,win
2016,9,DAL,CLE,35,10,-7.0,DAL -7.5,DAL -7.0,-0.49%,49.0,46.27,Under,win,win
2016,9,DEN,LV,20,30,1.0,DEN -1.0,DEN +1.0,6.68%,44.5,53.15,Over,loss,win
2016,9,DET,MIN,22,16,4.0,MIN -4.5,MIN -4.0,-1.39%,42.5,31.33,Under,loss,win
2016,9,IND,GB,31,26,7.5,GB -7.5,IND +7.5,-3.57%,52.0,53.15,Over,win,win
2016,9,JAX,KC,14,19,7.0,KC -7.5,KC -7.0,-1.72%,42.5,42.67,Over,loss,loss
2016,9,NO,SF,41,23,-5.0,NO -4.0,SF +5.0,1.74%,53.0,49.91,Under,loss,loss
2016,9,NYJ,MIA,23,27,3.5,MIA -3.5,NYJ +3.5,-4.15%,45.0,52.1,Over,loss,win
2016,9,PHI,NYG,23,28,3.0,NYG -2.0,PHI +3.0,0.57%,42.5,46.1,Over,loss,win
2016,9,PIT,BAL,14,21,-3.5,PIT -3.0,BAL +3.5,-1.14%,46.0,35.4,Under,win,win
2016,9,TEN,LAC,35,43,3.5,LAC -4.0,LAC -3.5,-2.19%,47.5,71.4,Over,win,win
2016,10,ATL,PHI,15,24,2.0,PHI -1.5,ATL +2.0,-2.91%,48.5,51.93,Over,loss,loss
2016,10,CHI,TB,10,36,-2.5,CHI -1.5,TB +2.5,0.32%,45.0,43.69,Under,win,loss
2016,10,CIN,NYG,20,21,-1.0,CIN -0.5,NYG +1.0,-0.24%,49.5,46.92,Under,win,win
2016,10,CLE,BAL,7,28,7.5,BAL -8.5,BAL -7.5,0.25%,44.0,38.23,Under,win,win
2016,10,DAL,PIT,35,30,3.0,PIT -2.0,DAL +3.0,0.36%,50.5,52.25,Over,win,win
2016,10,DEN,NO,25,23,3.0,NO -0.5,DEN +3.0,8.75%,50.0,53.22,Over,win,loss
2016,10,GB,TEN,25,47,-3.0,GB -3.5,GB -3.0,-1.41%,48.5,71.8,Over,loss,win
2016,10,HOU,JAX,24,21,3.0,JAX -1.0,HOU +3.0,6.52%,42.0,35.38,Under,win,loss
2016,10,KC,CAR,20,17,3.0,CAR -2.5,KC +3.0,-1.28%,44.0,39.67,Under,win,win
2016,10,LA,NYJ,9,6,-1.0,NYJ -0.0,NYJ +1.0,2.20%,39.0,31.61,Under,loss,win
2016,10,MIA,LAC,31,24,4.0,LAC -4.0,MIA +4.0,-3.10%,48.5,59.37,Over,win,win
2016,10,MIN,WAS,20,26,2.5,WAS -1.5,MIN +2.5,0.48%,42.0,37.25,Under,loss,loss
2016,10,SEA,NE,31,24,7.5,NE -6.5,SEA +7.5,0.67%,49.5,56.53,Over,win,win
2016,10,SF,ARI,20,23,14.0,ARI -13.5,SF +14.0,-2.92%,46.5,38.48,Under,win,win
2016,11,ARI,MIN,24,30,2.0,MIN -1.0,ARI +2.0,-0.02%,39.5,46.44,Over,loss,win
2016,11,BAL,DAL,17,27,7.0,DAL -6.5,BAL +7.0,-1.82%,44.5,51.89,Over,loss,loss
2016,11,BUF,CIN,16,12,2.5,CIN -2.5,BUF +2.5,-4.28%,48.0,38.35,Under,win,win
2016,11,CHI,NYG,16,22,7.0,NYG -7.0,CHI +7.0,-3.82%,41.5,38.48,Under,win,win
2016,11,GB,WAS,24,42,2.5,WAS -2.0,GB +2.5,-1.36%,48.5,51.4,Over,loss,win
2016,11,HOU,LV,20,27,6.5,LV -5.5,HOU +6.5,2.74%,45.5,50.73,Over,loss,win
2016,11,JAX,DET,19,26,5.5,DET -5.5,DET -5.5,-3.67%,47.0,40.65,Under,win,win
2016,11,MIA,LA,14,10,1.0,LA -1.5,LA -1.0,-1.67%,39.0,34.03,Under,loss,win
2016,11,NE,SF,30,17,-10.5,NE -11.0,NE -10.5,-2.90%,51.5,51.9,Over,win,loss
2016,11,NO,CAR,20,23,3.5,CAR -4.0,CAR -3.5,-0.96%,52.5,42.67,Under,loss,win
2016,11,PHI,SEA,15,26,6.5,SEA -6.5,PHI +6.5,-4.08%,43.0,49.83,Over,loss,loss
2016,11,PIT,CLE,24,9,-8.0,PIT -8.5,PIT -8.0,-2.64%,45.5,32.84,Under,win,win
2016,11,TB,KC,19,17,7.0,KC -7.0,TB +7.0,-3.72%,45.0,45.13,Over,win,loss
2016,11,TEN,IND,17,24,3.0,IND -3.5,IND -3.0,-2.98%,53.5,51.89,Under,win,win
2016,12,ARI,ATL,19,38,3.5,ATL -2.5,ARI +3.5,1.61%,49.0,57.02,Over,loss,win
2016,12,CAR,LV,32,35,3.5,LV -2.0,CAR +3.5,2.92%,48.5,53.22,Over,win,win
2016,12,CIN,BAL,14,19,3.5,BAL -2.5,CIN +3.5,1.32%,42.0,35.4,Under,loss,win
2016,12,GB,PHI,27,13,4.0,PHI -4.5,PHI -4.0,-2.16%,47.0,38.87,Under,loss,win
2016,12,JAX,BUF,21,28,8.5,BUF -8.5,BUF -8.5,-4.48%,43.5,43.69,Over,loss,win
2016,12,KC,DEN,30,27,3.5,DEN -4.0,DEN -3.5,-2.95%,40.0,46.55,Over,loss,win
2016,12,LA,NO,21,49,7.5,NO -6.0,LA +7.5,5.17%,46.0,49.27,Over,loss,win
2016,12,MIN,DET,13,16,2.0,DET -1.5,MIN +2.0,-0.67%,42.0,42.67,Over,loss,loss
2016,12,NE,NYJ,22,17,-9.0,NE -9.0,NYJ +9.0,-3.09%,48.0,38.87,Under,win,win
2016,12,NYG,CLE,27,13,-6.5,NYG -7.0,NYG -6.5,-1.52%,47.0,34.29,Under,win,win
2016,12,PIT,IND,28,7,-8.0,PIT -5.5,IND +8.0,-19.78%,50.0,49.17,Under,loss,win
2016,12,LAC,HOU,21,13,-2.5,LAC -1.0,HOU +2.5,4.50%,45.5,47.26,Over,loss,loss
2016,12,SEA,TB,5,14,-5.0,SEA -5.5,SEA -5.0,-2.19%,46.0,42.67,Under,loss,win
2016,12,SF,MIA,24,31,7.0,MIA -7.0,SF +7.0,-4.10%,44.5,49.2,Over,push,win
2016,12,TEN,CHI,27,21,-6.5,TEN -4.0,CHI +6.5,9.53%,41.5,43.14,Over,win,win
2016,12,WAS,DAL,26,31,5.5,DAL -5.5,WAS +5.5,-4.52%,53.0,57.27,Over,win,win
2016,13,BUF,LV,24,38,3.0,LV -2.0,BUF +3.0,-0.01%,48.5,56.53,Over,loss,win
2016,13,CAR,SEA,7,40,8.5,SEA -7.5,CAR +8.5,1.94%,44.0,42.67,Under,loss,loss
2016,13,DAL,MIN,17,15,-3.0,DAL -2.5,MIN +3.0,-2.15%,43.5,42.67,Under,win,win
2016,13,DEN,JAX,20,10,-3.5,DEN -5.0,DEN -3.5,-24.59%,39.0,37.99,Under,win,win
2016,13,DET,NO,28,13,6.5,NO -5.5,DET +6.5,0.02%,53.0,51.06,Under,win,win
2016,13,HOU,GB,13,21,7.0,GB -6.5,HOU +7.0,-0.75%,44.5,39.82,Under,loss,win
2016,13,IND,NYJ,41,10,1.0,NYJ -0.5,IND +1.0,-2.54%,48.5,37.19,Under,win,loss
2016,13,KC,ATL,29,28,5.0,ATL -3.5,KC +5.0,3.87%,50.0,51.9,Over,win,win
2016,13,LA,NE,10,26,13.0,NE -12.5,LA +13.0,-3.00%,44.5,38.48,Under,loss,win
2016,13,MIA,BAL,6,38,3.5,BAL -3.5,BAL -3.5,-4.37%,41.5,41.97,Over,win,win
2016,13,NYG,PIT,14,24,7.0,PIT -6.5,NYG +7.0,-2.54%,49.5,42.57,Under,loss,win
2016,13,PHI,CIN,14,32,1.0,CIN -1.5,CIN -1.0,-0.98%,42.0,34.22,Under,win,loss
2016,13,SF,CHI,6,26,0.0,CHI -1.5,CHI +0.0,3.95%,44.0,35.38,Under,win,win
2016,13,TB,LAC,28,21,3.5,LAC -3.0,TB +3.5,-1.70%,49.0,43.69,Under,win,push
2016,13,WAS,ARI,23,31,2.5,ARI -3.0,ARI -2.5,-0.37%,48.5,56.61,Over,win,win
2016,14,ARI,MIA,23,26,-2.0,ARI -2.5,ARI -2.0,-2.61%,44.0,46.1,Over,loss,win
2016,14,ATL,LA,42,14,-4.5,ATL -4.5,LA +4.5,-3.65%,44.0,52.16,Over,loss,win
2016,14,BAL,NE,23,30,6.0,NE -6.5,NE -6.0,-2.94%,45.5,52.27,Over,win,win
2016,14,CHI,DET,17,20,7.5,DET -6.5,CHI +7.5,0.28%,42.0,43.25,Over,win,loss
2016,14,CIN,CLE,23,10,-4.0,CIN -6.0,CIN -4.0,8.18%,42.0,33.76,Under,win,win
2016,14,DAL,NYG,7,10,-3.5,DAL -3.5,NYG +3.5,-3.30%,47.0,39.06,Under,win,win
2016,14,DEN,TEN,10,13,2.0,DEN -0.5,DEN +2.0,9.04%,44.0,34.45,Under,loss,win
2016,14,HOU,IND,22,17,6.5,IND -6.0,HOU +6.5,-1.12%,47.5,40.35,Under,win,win
2016,14,MIN,JAX,25,16,-3.0,MIN -3.5,MIN -3.0,-1.56%,38.0,35.84,Under,win,loss
2016,14,NO,TB,11,16,2.0,TB -1.5,NO +2.0,-2.78%,52.0,42.67,Under,loss,win
2016,14,NYJ,SF,23,17,3.0,SF -2.0,NYJ +3.0,2.63%,42.5,35.4,Under,win,win
2016,14,LV,KC,13,21,3.5,KC -3.5,LV +3.5,-3.71%,46.0,50.13,Over,loss,loss
2016,14,PIT,BUF,27,20,-1.0,PIT -1.0,BUF +1.0,-3.95%,45.5,50.23,Over,loss,win
2016,14,LAC,CAR,16,28,1.0,CAR -1.5,CAR -1.0,-1.52%,48.5,45.29,Under,win,win
2016,14,SEA,GB,10,38,-3.0,SEA -3.0,GB +3.0,-4.27%,47.0,48.35,Over,win,win
2016,14,WAS,PHI,27,22,-1.5,WAS -0.0,PHI +1.5,2.84%,48.5,41.97,Under,loss,loss
2016,15,CAR,WAS,26,15,7.0,WAS -5.0,CAR +7.0,6.36%,50.5,42.67,Under,win,win
2016,15,CLE,BUF,13,33,10.5,BUF -11.5,BUF -10.5,1.77%,43.5,37.2,Under,win,loss
2016,15,DET,NYG,6,17,4.0,NYG -4.0,DET +4.0,-3.92%,42.5,29.44,Under,loss,win
2016,15,GB,CHI,30,27,-4.5,GB -4.0,CHI +4.5,-1.50%,40.0,50.23,Over,win,win
2016,15,IND,MIN,34,6,5.0,MIN -4.5,IND +5.0,-0.71%,44.5,44.66,Over,win,loss
2016,15,JAX,HOU,20,21,3.5,HOU -4.5,HOU -3.5,0.17%,39.5,34.47,Under,loss,loss
2016,15,LA,SEA,3,24,15.0,SEA -14.0,LA +15.0,1.26%,39.5,29.44,Under,loss,win
2016,15,MIA,NYJ,34,13,-2.5,MIA -1.5,NYJ +2.5,1.07%,40.0,36.73,Under,loss,loss
2016,15,NE,DEN,16,3,-3.0,NE -2.5,DEN +3.0,-0.20%,43.5,31.89,Under,loss,win
2016,15,NO,ARI,48,41,3.0,ARI -4.0,ARI -3.0,0.79%,48.5,64.15,Over,loss,win
2016,15,LV,LAC,19,16,-2.5,LV -1.5,LAC +2.5,0.12%,49.5,42.15,Under,loss,win
2016,15,PHI,BAL,26,27,5.0,BAL -5.0,BAL -5.0,-3.72%,41.0,51.15,Over,loss,win
2016,15,PIT,CIN,24,20,-3.0,PIT -2.0,CIN +3.0,-0.10%,45.5,50.23,Over,loss,loss
2016,15,SF,ATL,13,41,13.5,ATL -13.0,SF +13.5,-2.03%,51.5,48.35,Under,loss,loss
2016,15,TB,DAL,20,26,7.0,DAL -6.5,TB +7.0,-2.51%,47.5,39.82,Under,win,win
2016,15,TEN,KC,19,17,6.0,KC -6.0,TEN +6.0,-4.25%,43.0,40.93,Under,win,win
2016,16,ARI,SEA,34,31,9.0,SEA -8.5,ARI +9.0,-0.47%,43.5,58.68,Over,win,win
2016,16,ATL,CAR,33,16,-3.0,ATL -2.5,CAR +3.0,-0.78%,48.5,56.69,Over,loss,win
2016,16,BAL,PIT,27,31,5.5,PIT -5.5,BAL +5.5,-3.70%,46.5,50.7,Over,win,win
2016,16,CIN,HOU,10,12,3.0,HOU -1.5,CIN +3.0,2.95%,41.5,35.38,Under,win,win
2016,16,DEN,KC,10,33,3.5,KC -3.0,DEN +3.5,-0.58%,38.5,30.43,Under,loss,loss
2016,16,DET,DAL,21,42,6.5,DAL -6.5,DAL -6.5,-3.92%,47.0,42.99,Under,win,loss
2016,16,IND,LV,25,33,3.5,LV -2.5,IND +3.5,0.65%,52.0,50.98,Under,loss,loss
2016,16,MIA,BUF,34,31,4.5,BUF -4.5,BUF -4.5,-4.38%,44.5,58.79,Over,loss,win
2016,16,MIN,GB,25,38,6.0,GB -6.0,GB -6.0,-3.54%,44.5,52.1,Over,win,win
2016,16,NYG,PHI,19,24,2.0,PHI -1.5,NYG +2.0,-2.45%,42.5,35.79,Under,loss,loss
2016,16,NYJ,NE,3,41,17.0,NE -16.5,NYJ +17.0,-1.46%,45.0,42.67,Under,loss,win
2016,16,LAC,CLE,17,20,-4.5,LAC -6.0,LAC -4.5,2.86%,45.0,30.48,Under,loss,win
2016,16,SF,LA,22,21,6.0,LA -5.5,SF +6.0,-1.32%,39.5,35.4,Under,win,loss
2016,16,TB,NO,24,31,3.0,NO -3.5,NO -3.0,-2.77%,53.0,52.1,Under,win,loss
2016,16,TEN,JAX,17,38,-4.0,TEN -3.5,JAX +4.0,-1.68%,44.0,43.14,Under,win,loss
2016,16,WAS,CHI,41,21,-3.0,WAS -2.0,CHI +3.0,0.52%,49.0,53.43,Over,loss,win
2016,17,ARI,LA,44,6,-7.0,ARI -6.5,LA +7.0,-1.61%,39.0,44.91,Over,loss,win
2016,17,BAL,CIN,10,27,-2.5,BAL -1.0,CIN +2.5,4.91%,40.5,41.97,Over,win,loss
2016,17,BUF,NYJ,10,30,-3.5,BUF -4.0,BUF -3.5,-30.20%,43.0,35.38,Under,loss,win
2016,17,CAR,TB,16,17,3.5,TB -2.5,CAR +3.5,1.29%,44.5,42.67,Under,win,win
2016,17,CHI,MIN,10,38,6.0,MIN -5.5,CHI +6.0,-2.18%,44.0,47.31,Over,loss,win
2016,17,CLE,PIT,24,27,3.5,PIT -8.0,PIT -3.5,-7.06%,41.5,45.23,Over,loss,win
2016,17,DAL,PHI,13,27,6.5,PHI -3.5,DAL +6.5,-14.61%,44.0,52.32,Over,loss,loss
2016,17,GB,DET,31,24,-3.5,GB -3.0,DET +3.5,-0.73%,50.0,49.77,Under,loss,loss
2016,17,HOU,TEN,17,24,3.0,TEN -1.5,HOU +3.0,3.54%,41.5,35.84,Under,loss,win
2016,17,JAX,IND,20,24,5.5,IND -6.0,IND -5.5,-0.66%,48.5,52.1,Over,loss,loss
2016,17,KC,LAC,37,27,-5.5,KC -5.0,LAC +5.5,-1.84%,45.0,48.44,Over,loss,win
2016,17,NE,MIA,35,14,-7.5,NE -7.5,NE -7.5,-4.22%,47.0,56.53,Over,win,win
2016,17,NO,ATL,32,38,7.5,ATL -7.0,NO +7.5,-0.94%,58.5,76.1,Over,win,win
2016,17,NYG,WAS,19,10,10.0,WAS -7.0,NYG +10.0,12.46%,47.5,42.67,Under,win,win
2016,17,LV,DEN,6,24,1.0,DEN -1.5,DEN -1.0,-1.44%,40.0,34.29,Under,win,win
2016,17,SEA,SF,25,23,-11.5,SEA -11.0,SF +11.5,-1.57%,44.5,45.13,Over,win,win
2016,18,DET,SEA,6,26,8.0,SEA -8.5,SEA -8.0,-2.73%,45.5,42.67,Under,win,win
2016,18,MIA,PIT,12,30,11.0,PIT -9.5,MIA +11.0,-25.16%,47.5,47.14,Under,loss,win
2016,18,NYG,GB,13,38,5.0,GB -5.0,NYG +5.0,-4.16%,46.5,50.42,Over,loss,win
2016,18,LV,HOU,14,27,4.0,HOU -2.5,LV +4.0,-51.84%,37.5,35.14,Under,loss,loss
2016,19,GB,DAL,34,31,5.5,DAL -4.5,GB +5.5,1.84%,52.5,65.7,Over,win,win
2016,19,HOU,NE,16,34,16.0,NE -15.0,HOU +16.0,1.95%,44.0,51.93,Over,loss,win
2016,19,PIT,KC,18,16,2.5,KC -2.5,PIT +2.5,-4.12%,45.5,50.69,Over,win,loss
2016,19,SEA,ATL,20,36,6.5,ATL -5.0,SEA +6.5,5.07%,51.0,57.14,Over,loss,win
2016,20,GB,ATL,21,44,6.5,ATL -5.5,GB +6.5,1.16%,59.5,71.3,Over,loss,win
2016,20,PIT,NE,17,36,5.5,NE -6.5,NE -5.5,0.46%,49.5,53.22,Over,win,win
2016,21,NE,ATL,34,28,-3.0,NE -3.0,NE -3.0,-3.79%,57.0,66.03,Over,win,win
2017,1,ARI,DET,23,35,-2.5,ARI -1.5,DET +2.5,1.49%,48.5,59.4,Over,win,win
2017,1,ATL,CHI,23,17,-6.5,ATL -6.5,CHI +6.5,-4.49%,48.0,45.04,Under,win,win
2017,1,BAL,CIN,20,0,2.5,CIN -2.5,CIN -2.5,-3.75%,41.5,29.44,Under,loss,win
2017,1,CAR,SF,23,3,-4.5,CAR -5.0,CAR -4.5,-2.47%,45.5,38.94,Under,win,win
2017,1,IND,LA,9,46,3.5,LA -1.5,IND +3.5,-22.82%,41.5,50.83,Over,loss,win
2017,1,JAX,HOU,29,7,5.5,HOU -6.0,HOU -5.5,-0.89%,38.0,42.72,Over,loss,loss
2017,1,KC,NE,42,27,8.0,NE -8.5,NE -8.0,-2.12%,47.5,68.83,Over,loss,win
2017,1,LAC,DEN,21,24,3.0,DEN -3.5,DEN -3.0,-0.80%,41.5,42.67,Over,push,win
2017,1,NO,MIN,19,29,3.0,MIN -3.0,NO +3.0,-3.74%,47.5,56.69,Over,loss,win
2017,1,NYG,DAL,3,19,6.0,DAL -5.0,NYG +6.0,0.53%,46.5,28.25,Under,loss,win
2017,1,NYJ,BUF,12,21,7.0,BUF -7.5,BUF -7.0,-2.73%,42.0,35.92,Under,win,win
2017,1,LV,TEN,26,16,2.5,TEN -2.0,LV +2.5,-1.08%,49.5,37.46,Under,win,win
2017,1,PHI,WAS,30,17,-2.0,PHI -1.5,WAS +2.0,-1.67%,49.5,51.82,Over,loss,loss
2017,1,PIT,CLE,21,18,-10.0,PIT -9.5,CLE +10.0,-1.45%,47.0,40.37,Under,win,win
2017,1,SEA,GB,9,17,2.5,GB -2.0,SEA +2.5,-2.73%,49.5,42.67,Under,loss,win
2017,2,ARI,IND,16,13,-7.0,ARI -4.5,IND +7.0,9.21%,44.0,42.67,Under,win,win
2017,2,BUF,CAR,3,9,6.5,CAR -7.0,CAR -6.5,-1.40%,43.0,32.65,Under,loss,win
2017,2,CHI,TB,7,29,7.0,TB -7.0,CHI +7.0,-3.60%,44.0,39.06,Under,loss,win
2017,2,CLE,BAL,10,24,7.5,BAL -9.0,BAL -7.5,3.47%,39.5,37.91,Under,win,win
2017,2,DAL,DEN,17,42,-2.5,DAL -1.5,DEN +2.5,-0.09%,44.0,51.9,Over,win,win
2017,2,DET,NYG,24,10,3.0,NYG -3.0,NYG -3.0,-4.28%,42.0,32.84,Under,loss,win
2017,2,GB,ATL,23,34,3.5,ATL -2.5,GB +3.5,2.25%,55.0,49.39,Under,loss,loss
2017,2,HOU,CIN,13,9,5.5,CIN -5.0,HOU +5.5,-0.82%,38.0,29.46,Under,win,win
2017,2,MIA,LAC,19,17,3.5,LAC -3.0,MIA +3.5,-3.07%,46.5,39.82,Under,win,win
2017,2,MIN,PIT,9,26,8.5,PIT -7.5,MIN +8.5,1.21%,43.0,48.79,Over,loss,loss
2017,2,NE,NO,36,20,-5.5,NE -5.5,NO +5.5,-4.10%,55.0,52.72,Under,loss,loss
2017,2,NYJ,LV,20,45,14.0,LV -13.0,NYJ +14.0,0.30%,44.0,56.94,Over,loss,win
2017,2,PHI,KC,20,27,4.0,KC -4.0,KC -4.0,-4.31%,46.5,52.1,Over,win,win
2017,2,SF,SEA,9,12,13.5,SEA -13.5,SEA -13.5,-4.19%,42.0,29.83,Under,loss,win
2017,2,TEN,JAX,37,16,-1.0,TEN -1.0,TEN -1.0,-3.96%,42.0,49.44,Over,win,win
2017,2,WAS,LA,27,20,3.0,LA -3.0,WAS +3.0,-3.15%,45.5,45.28,Under,win,loss
2017,3,ATL,DET,30,26,-3.0,ATL -2.5,DET +3.0,-0.16%,51.0,60.72,Over,loss,win
2017,3,BAL,JAX,7,44,-3.0,BAL -3.5,BAL -3.0,-0.61%,38.0,49.2,Over,loss,win
2017,3,CIN,GB,24,27,7.0,GB -7.0,GB -7.0,-3.33%,47.5,30.41,Under,loss,loss
2017,3,CLE,IND,28,31,1.0,IND -3.0,IND -1.0,5.74%,42.0,40.65,Under,win,loss
2017,3,DAL,ARI,28,17,-3.0,DAL -2.0,ARI +3.0,2.05%,46.5,38.87,Under,loss,win
2017,3,DEN,BUF,16,26,-3.5,DEN -3.5,DEN -3.5,-3.20%,40.0,42.67,Over,loss,win
2017,3,HOU,NE,33,36,13.5,NE -12.5,HOU +13.5,2.43%,44.5,53.62,Over,win,win
2017,3,KC,LAC,24,10,-3.0,KC -3.5,KC -3.0,-2.41%,47.5,44.68,Under,win,win
2017,3,LA,SF,41,39,-3.0,LA -2.5,SF +3.0,-3.06%,40.5,51.9,Over,win,win
2017,3,MIA,NYJ,6,20,-5.5,MIA -5.5,NYJ +5.5,-4.44%,43.0,29.44,Under,win,win
2017,3,NO,CAR,34,13,5.5,CAR -6.0,CAR -5.5,-2.63%,46.5,40.35,Under,loss,loss
2017,3,NYG,PHI,24,27,5.0,PHI -5.0,NYG +5.0,-3.25%,42.0,39.82,Under,win,loss
2017,3,LV,WAS,10,27,-3.5,LV -3.0,WAS +3.5,-2.12%,53.0,51.82,Under,win,win
