season,week,away_team,home_team,away_score,home_score,spread_line,model_spread,model_pick,expected_value,total_line,predicted_total,over_under,ats_result,total_result
2014,1,BUF,CHI,23,20,7.0,CHI -7.0,BUF +7.0,-4.28%,47.0,42.67,Under,win,win
2014,1,CAR,TB,20,14,5.5,TB -3.0,CAR +5.5,9.74%,38.5,37.46,Under,win,win
2014,1,CIN,BAL,23,16,1.0,BAL -1.0,BAL -1.0,-3.80%,43.5,36.72,Under,loss,win
2014,1,CLE,PIT,27,30,5.5,PIT -6.0,PIT -5.5,-1.39%,41.5,48.35,Over,loss,win
2014,1,GB,SEA,16,36,4.5,SEA -5.0,SEA -4.5,-0.45%,46.5,55.03,Over,win,win
2014,1,IND,DEN,24,31,8.0,DEN -8.5,DEN -8.0,-2.97%,52.5,51.56,Under,loss,loss
2014,1,JAX,PHI,17,34,10.0,PHI -9.5,JAX +10.0,-1.14%,49.0,43.14,Under,loss,loss
2014,1,MIN,LA,34,6,3.0,LA -4.5,LA -3.0,4.99%,43.5,39.06,Under,loss,win
2014,1,NE,MIA,20,33,-3.5,NE -4.0,NE -3.5,-1.13%,47.5,40.08,Under,loss,loss
2014,1,NO,ATL,34,37,-3.0,NO -2.0,ATL +3.0,1.59%,51.0,53.93,Over,win,win
2014,1,NYG,DET,14,35,6.5,DET -5.5,NYG +6.5,2.30%,45.0,42.67,Under,loss,loss
2014,1,LV,NYJ,14,19,6.5,NYJ -6.5,LV +6.5,-3.51%,41.0,35.14,Under,win,win
2014,1,LAC,ARI,17,18,3.0,ARI -2.0,LAC +3.0,0.89%,45.5,35.9,Under,win,win
2014,1,SF,DAL,28,17,-3.5,SF -4.0,SF -3.5,-2.71%,49.0,42.67,Under,win,win
2014,1,TEN,KC,26,10,3.0,KC -3.0,KC -3.0,-3.31%,45.5,45.13,Under,loss,win
2014,1,WAS,HOU,6,17,3.0,HOU -2.5,WAS +3.0,-2.33%,43.5,32.93,Under,loss,win
2014,2,ARI,NYG,25,14,1.0,NYG -2.0,NYG -1.0,0.33%,41.5,39.71,Under,loss,win
2014,2,ATL,CIN,10,24,5.5,CIN -5.0,ATL +5.5,-1.96%,48.5,42.67,Under,loss,win
2014,2,CHI,SF,28,20,7.0,SF -7.0,SF -7.0,-3.51%,47.0,50.36,Over,loss,win
2014,2,DAL,TEN,26,10,3.0,TEN -2.0,DAL +3.0,0.61%,49.5,39.3,Under,win,win
2014,2,DET,CAR,7,24,1.0,CAR -1.0,CAR -1.0,-3.97%,43.5,37.45,Under,win,win
2014,2,HOU,LV,30,14,-3.0,HOU -3.0,LV +3.0,-4.47%,41.0,35.92,Under,loss,loss
2014,2,JAX,WAS,10,41,5.0,WAS -5.0,WAS -5.0,-4.19%,43.0,34.71,Under,win,loss
2014,2,KC,DEN,17,24,13.0,DEN -12.5,KC +13.0,-0.97%,49.0,43.33,Under,win,win
2014,2,MIA,BUF,10,29,1.0,BUF -0.5,MIA +1.0,-0.43%,43.0,42.67,Under,loss,win
2014,2,NE,MIN,30,7,-3.5,NE -4.0,NE -3.5,-2.44%,49.0,41.97,Under,win,win
2014,2,NO,CLE,24,26,-4.5,NO -4.0,CLE +4.5,-1.69%,49.5,43.33,Under,win,loss
2014,2,NYJ,GB,24,31,7.0,GB -8.0,GB -7.0,0.20%,46.5,43.14,Under,push,loss
2014,2,PHI,IND,30,27,3.0,IND -3.0,IND -3.0,-3.51%,53.5,52.1,Under,loss,loss
2014,2,PIT,BAL,6,26,2.5,BAL -2.5,BAL -2.5,-4.42%,44.0,39.3,Under,win,win
2014,2,SEA,LAC,21,30,-4.5,SEA -5.0,SEA -4.5,-1.62%,45.0,51.35,Over,loss,win
2014,2,LA,TB,19,17,4.0,TB -2.5,LA +4.0,3.98%,37.5,29.55,Under,win,win
2014,3,BAL,CLE,23,21,-2.0,BAL -2.0,CLE +2.0,-4.09%,43.0,45.13,Over,push,win
2014,3,CHI,NYJ,27,19,1.5,NYJ -0.0,CHI +1.5,2.95%,44.5,45.13,Over,win,win
2014,3,DAL,LA,34,31,-1.5,DAL -0.5,LA +1.5,-0.09%,45.0,48.6,Over,loss,win
2014,3,DEN,SEA,20,26,4.0,SEA -3.0,DEN +4.0,0.46%,48.0,51.26,Over,loss,loss
2014,3,GB,DET,7,19,1.5,DET -1.0,GB +1.5,-2.22%,51.0,39.3,Under,loss,win
2014,3,HOU,NYG,17,30,1.0,NYG -1.0,NYG -1.0,-4.50%,41.5,42.67,Over,win,win
2014,3,IND,JAX,44,17,-6.0,IND -7.5,IND -6.0,4.26%,45.5,53.1,Over,win,win
2014,3,KC,MIA,34,15,6.0,MIA -5.0,KC +6.0,2.16%,43.0,42.67,Under,win,loss
2014,3,MIN,NO,9,20,10.0,NO -10.0,MIN +10.0,-3.55%,49.5,44.11,Under,loss,win
2014,3,LV,NE,9,16,14.0,NE -14.5,NE -14.0,-3.03%,47.5,32.56,Under,loss,win
2014,3,PIT,CAR,37,19,3.0,CAR -3.5,CAR -3.0,-2.14%,42.5,48.35,Over,loss,win
2014,3,LAC,BUF,22,10,2.5,BUF -1.5,LAC +2.5,0.96%,45.5,41.97,Under,win,win
2014,3,SF,ARI,14,23,-3.0,SF -2.5,ARI +3.0,-2.97%,41.0,42.67,Over,win,loss
2014,3,TB,ATL,14,56,6.5,ATL -6.0,TB +6.5,-1.98%,47.0,53.85,Over,loss,win
2014,3,TEN,CIN,7,33,6.5,CIN -7.5,CIN -6.5,0.43%,44.5,38.87,Under,win,win
2014,3,WAS,PHI,34,37,4.0,PHI -4.0,PHI -4.0,-4.29%,50.5,66.13,Over,loss,win
2014,4,ATL,MIN,28,41,-5.5,ATL -4.5,MIN +5.5,0.91%,48.0,51.9,Over,win,win
2014,4,BUF,HOU,17,23,3.0,HOU -3.5,HOU -3.0,-1.12%,44.0,42.67,Under,win,win
2014,4,CAR,BAL,10,38,3.5,BAL -3.5,BAL -3.5,-4.38%,42.5,48.35,Over,win,win
2014,4,DET,NYJ,24,17,2.0,NYJ -1.0,DET +2.0,2.38%,43.5,35.38,Under,win,win
2014,4,GB,CHI,38,17,-2.0,GB -0.5,CHI +2.0,2.88%,51.0,51.15,Over,loss,win
2014,4,JAX,LAC,14,33,13.0,LAC -12.5,JAX +13.0,-1.71%,45.0,42.86,Under,loss,loss
2014,4,MIA,LV,38,14,-4.0,MIA -4.0,MIA -4.0,-4.47%,41.0,40.1,Under,win,loss
2014,4,NE,KC,14,41,-3.0,NE -4.0,NE -3.0,0.56%,45.0,51.43,Over,loss,win
2014,4,NO,DAL,17,38,-3.0,NO -2.0,DAL +3.0,1.59%,53.5,54.12,Over,win,win
2014,4,NYG,WAS,45,14,3.0,WAS -3.0,WAS -3.0,-4.53%,44.5,59.1,Over,loss,win
2014,4,PHI,SF,21,26,3.5,SF -4.0,SF -3.5,-2.60%,48.5,51.82,Over,win,loss
2014,4,TB,PIT,27,24,7.5,PIT -8.0,PIT -7.5,-2.04%,44.5,44.11,Under,loss,loss
2014,4,TEN,IND,17,41,7.5,IND -7.5,IND -7.5,-3.18%,45.5,48.35,Over,win,win
2014,5,ARI,DEN,20,41,8.0,DEN -9.0,DEN -8.0,0.70%,47.0,51.15,Over,win,win
2014,5,ATL,NYG,20,30,4.0,NYG -3.5,ATL +4.0,-1.06%,50.5,62.93,Over,loss,loss
2014,5,BAL,IND,13,20,2.5,IND -2.5,IND -2.5,-3.09%,49.5,57.67,Over,win,loss
2014,5,BUF,DET,17,14,4.5,DET -5.5,DET -4.5,0.19%,43.0,34.47,Under,loss,win
2014,5,CHI,CAR,24,31,1.5,CAR -1.0,CHI +1.5,-1.40%,46.5,43.14,Under,loss,loss
2014,5,CIN,NE,17,43,-2.5,CIN -1.0,NE +2.5,4.17%,46.0,50.14,Over,win,win
2014,5,CLE,TEN,29,28,-1.0,CLE -0.5,TEN +1.0,-0.58%,44.5,42.99,Under,push,loss
2014,5,HOU,DAL,17,20,5.0,DAL -5.0,HOU +5.0,-4.02%,47.5,51.06,Over,win,loss
2014,5,KC,SF,17,22,4.0,SF -4.0,KC +4.0,-3.16%,43.5,51.82,Over,loss,loss
2014,5,MIN,GB,10,42,8.5,GB -8.5,MIN +8.5,-3.68%,46.5,51.06,Over,loss,win
2014,5,NYJ,LAC,0,31,7.0,LAC -7.0,NYJ +7.0,-4.37%,44.5,40.9,Under,loss,win
2014,5,PIT,JAX,17,9,-6.0,PIT -7.0,PIT -6.0,2.30%,47.0,39.3,Under,win,win
2014,5,SEA,WAS,27,17,-7.0,SEA -7.5,SEA -7.0,-1.23%,45.5,46.1,Over,win,loss
2014,5,LA,PHI,28,34,3.5,PHI -3.5,LA +3.5,-3.67%,48.0,56.94,Over,loss,win
2014,5,TB,NO,31,37,11.0,NO -11.5,NO -11.0,-2.85%,47.5,53.28,Over,loss,win
2014,6,BAL,TB,48,17,-3.5,BAL -3.5,BAL -3.5,-3.53%,44.0,56.94,Over,win,win
2014,6,CAR,CIN,37,37,7.0,CIN -6.5,CAR +7.0,-2.95%,43.5,53.22,Over,win,win
2014,6,CHI,ATL,27,13,3.5,ATL -3.5,CHI +3.5,-3.99%,55.5,42.67,Under,win,win
2014,6,DAL,SEA,30,23,10.0,SEA -9.5,DAL +10.0,-1.71%,47.0,52.0,Over,win,win
2014,6,DEN,NYJ,31,17,-10.0,DEN -10.5,DEN -10.0,-2.95%,47.0,39.32,Under,win,loss
2014,6,DET,MIN,17,3,1.0,MIN -0.5,DET +1.0,-0.91%,43.0,35.14,Under,win,win
2014,6,GB,MIA,27,24,-1.5,GB -2.0,GB -1.5,-1.45%,46.5,60.47,Over,win,win
2014,6,IND,HOU,33,28,-2.5,IND -2.5,HOU +2.5,-4.26%,46.0,53.22,Over,loss,win
2014,6,JAX,TEN,14,16,4.0,TEN -5.0,TEN -4.0,1.85%,42.5,33.24,Under,loss,win
2014,6,NE,BUF,37,22,1.0,NE -1.0,NE +1.0,5.71%,44.0,49.28,Over,win,win
2014,6,NYG,PHI,0,27,1.0,PHI -1.5,PHI -1.0,-0.75%,50.5,51.82,Over,win,loss
2014,6,PIT,CLE,10,31,2.5,CLE -1.0,PIT +2.5,3.54%,46.5,38.87,Under,loss,win
2014,6,LAC,LV,31,28,-7.0,LAC -8.0,LAC -7.0,1.29%,43.5,51.67,Over,loss,win
2014,6,SF,LA,31,17,-3.5,SF -4.0,SF -3.5,-2.22%,44.0,51.06,Over,win,win
2014,6,WAS,ARI,20,30,5.0,ARI -5.0,ARI -5.0,-4.52%,47.0,44.66,Under,win,loss
2014,7,ARI,LV,24,13,-3.5,ARI -3.5,LV +3.5,-3.84%,46.0,42.67,Under,loss,win
2014,7,ATL,BAL,7,29,7.0,BAL -7.0,ATL +7.0,-4.02%,49.5,42.67,Under,loss,win
2014,7,CAR,GB,17,38,6.5,GB -7.0,GB -6.5,-1.92%,48.5,59.98,Over,win,win
2014,7,CIN,IND,0,27,3.0,IND -3.5,IND -3.0,-1.09%,50.5,42.67,Under,win,win
2014,7,CLE,JAX,6,24,-4.0,CLE -5.0,CLE -4.0,0.84%,44.5,35.38,Under,loss,win
2014,7,HOU,PIT,23,30,3.0,PIT -2.5,HOU +3.0,-2.29%,44.5,42.67,Under,loss,loss
2014,7,KC,LAC,23,20,3.0,LAC -2.5,KC +3.0,-2.39%,46.0,52.1,Over,win,loss
2014,7,MIA,CHI,27,14,3.0,CHI -3.0,MIA +3.0,-3.55%,47.5,50.14,Over,win,loss
2014,7,MIN,BUF,16,17,7.0,BUF -6.0,MIN +7.0,0.23%,43.5,33.21,Under,win,win
2014,7,NO,DET,23,24,1.5,DET -2.5,DET -1.5,0.31%,45.5,44.11,Under,loss,loss
2014,7,NYG,DAL,21,31,5.0,DAL -5.0,DAL -5.0,-3.36%,47.0,43.69,Under,win,loss
2014,7,NYJ,NE,25,27,9.5,NE -10.5,NE -9.5,1.47%,44.5,48.35,Over,loss,win
2014,7,SEA,LA,26,28,-7.0,SEA -6.5,LA +7.0,-0.85%,43.5,51.15,Over,win,win
2014,7,SF,DEN,17,42,7.0,DEN -6.5,SF +7.0,-0.53%,48.0,57.14,Over,loss,win
2014,7,TEN,WAS,17,19,6.0,WAS -5.0,TEN +6.0,1.51%,46.0,38.48,Under,win,win
2014,8,BAL,CIN,24,27,-2.5,BAL -2.0,CIN +2.5,-2.18%,44.5,56.61,Over,win,win
2014,8,BUF,NYJ,43,23,3.0,NYJ -2.5,BUF +3.0,-1.10%,40.0,50.23,Over,win,win
2014,8,CHI,NE,23,51,5.5,NE -6.0,NE -5.5,-2.98%,51.0,59.47,Over,win,win
2014,8,DET,ATL,22,21,-3.5,DET -3.0,ATL +3.5,-1.04%,45.0,35.4,Under,win,win
2014,8,GB,NO,23,44,2.0,NO -1.5,GB +2.0,-1.23%,55.0,71.4,Over,loss,win
2014,8,HOU,TEN,30,16,-3.5,HOU -2.5,TEN +3.5,1.34%,43.0,43.25,Over,loss,win
2014,8,IND,PIT,34,51,-5.0,IND -4.5,PIT +5.0,-1.56%,48.0,67.79,Over,win,win
2014,8,MIA,JAX,27,13,-7.0,MIA -7.0,MIA -7.0,-3.48%,42.0,42.67,Over,win,loss
2014,8,MIN,TB,19,13,1.0,TB -1.0,MIN +1.0,-3.30%,43.0,29.44,Under,win,win
2014,8,LV,CLE,13,23,6.5,CLE -6.0,LV +6.5,-2.66%,44.5,35.38,Under,loss,win
2014,8,PHI,ARI,20,24,1.0,ARI -1.0,PHI +1.0,-3.09%,49.0,55.21,Over,loss,loss
2014,8,LAC,DEN,21,35,9.0,DEN -9.0,LAC +9.0,-3.89%,51.0,57.14,Over,loss,win
2014,8,SEA,CAR,13,9,-6.0,SEA -5.5,CAR +6.0,-0.48%,44.5,41.21,Under,win,win
2014,8,LA,KC,7,34,7.5,KC -6.0,LA +7.5,3.53%,44.5,42.67,Under,loss,win
2014,8,WAS,DAL,20,17,9.5,DAL -9.0,WAS +9.5,-0.57%,49.0,46.1,Under,win,win
2014,9,ARI,DAL,28,17,1.5,DAL -2.5,DAL -1.5,2.24%,45.0,48.6,Over,loss,push
2014,9,BAL,PIT,23,43,2.5,PIT -1.5,BAL +2.5,2.62%,47.5,68.73,Over,loss,win
2014,9,DEN,NE,21,43,-3.0,DEN -2.5,NE +3.0,-0.98%,52.5,75.6,Over,win,win
2014,9,IND,NYG,40,24,-3.0,IND -2.0,NYG +3.0,0.88%,51.0,53.56,Over,loss,win
2014,9,JAX,CIN,23,33,10.0,CIN -10.5,CIN -10.0,-1.88%,44.0,43.43,Under,push,loss
2014,9,NO,CAR,28,10,-3.0,NO -2.0,CAR +3.0,1.28%,48.5,41.97,Under,loss,win
2014,9,NYJ,KC,10,24,9.5,KC -10.0,KC -9.5,-1.85%,41.5,45.13,Over,win,loss
2014,9,LV,SEA,24,30,13.5,SEA -14.5,SEA -13.5,1.57%,43.5,40.9,Under,loss,loss
2014,9,PHI,HOU,31,21,-1.5,PHI -1.5,HOU +1.5,-4.53%,48.5,51.9,Over,loss,win
2014,9,LAC,MIA,0,37,3.0,MIA -1.5,LAC +3.0,4.38%,45.5,42.67,Under,loss,win
2014,9,LA,SF,13,10,10.5,SF -9.5,LA +10.5,1.49%,44.0,38.49,Under,win,win
2014,9,TB,CLE,17,22,7.0,CLE -6.5,TB +7.0,-2.63%,44.0,35.4,Under,win,win
2014,9,WAS,MIN,26,29,-1.0,WAS -0.0,MIN +1.0,0.46%,43.5,42.67,Under,win,loss
2014,10,ATL,TB,27,17,-3.5,ATL -3.5,TB +3.5,-3.41%,47.0,35.14,Under,loss,win
2014,10,CAR,PHI,21,45,7.0,PHI -7.0,PHI -7.0,-4.21%,48.5,49.27,Over,win,win
2014,10,CHI,GB,14,55,9.5,GB -9.0,CHI +9.5,-2.39%,53.0,57.51,Over,loss,win
2014,10,CLE,CIN,24,3,6.5,CIN -6.5,CIN -6.5,-3.68%,45.5,41.44,Under,loss,win
2014,10,DAL,JAX,31,17,-7.5,DAL -7.5,DAL -7.5,-4.13%,45.0,41.72,Under,win,loss
2014,10,DEN,LV,41,17,-13.0,DEN -13.0,LV +13.0,-4.34%,50.5,52.25,Over,loss,win
2014,10,KC,BUF,17,13,2.0,BUF -0.5,KC +2.0,4.10%,42.0,47.14,Over,win,loss
2014,10,MIA,DET,16,20,3.0,DET -2.0,MIA +3.0,-0.06%,43.0,50.14,Over,loss,loss
2014,10,NYG,SEA,17,38,9.0,SEA -9.5,SEA -9.0,-3.07%,44.5,50.14,Over,win,win
2014,10,PIT,NYJ,13,20,-4.5,PIT -5.5,PIT -4.5,1.49%,47.0,47.05,Over,loss,loss
2014,10,SF,NO,27,24,6.0,NO -5.5,SF +6.0,-1.00%,49.5,52.27,Over,win,win
2014,10,LA,ARI,14,31,7.0,ARI -6.5,LA +7.0,-0.45%,43.0,40.35,Under,loss,loss
2014,10,TEN,BAL,7,21,10.5,BAL -10.5,BAL -10.5,-3.43%,44.5,35.38,Under,win,win
2014,11,ATL,CAR,19,17,-2.5,ATL -1.5,CAR +2.5,0.01%,46.5,39.82,Under,win,win
2014,11,BUF,MIA,9,22,4.0,MIA -5.0,MIA -4.0,-0.09%,40.5,45.86,Over,win,loss
2014,11,CIN,NO,27,10,8.5,NO -8.5,CIN +8.5,-4.46%,51.0,42.67,Under,win,win
2014,11,DEN,LA,7,22,-8.0,DEN -8.5,DEN -8.0,-1.89%,49.5,38.48,Under,loss,win
2014,11,DET,ARI,6,14,-1.0,ARI -0.5,ARI +1.0,4.72%,41.5,42.15,Over,win,loss
2014,11,HOU,CLE,23,7,4.5,CLE -3.5,HOU +4.5,1.34%,42.0,42.15,Over,win,loss
2014,11,MIN,CHI,13,21,2.5,CHI -2.0,MIN +2.5,-2.25%,46.5,35.38,Under,loss,win
2014,11,NE,IND,42,20,3.0,IND -1.5,NE +3.0,3.01%,58.0,75.6,Over,win,win
2014,11,LV,LAC,6,13,10.5,LAC -10.0,LV +10.5,-0.85%,45.5,33.88,Under,win,win
2014,11,PHI,GB,20,53,4.5,GB -4.5,GB -4.5,-3.64%,55.5,73.04,Over,win,win
2014,11,PIT,TEN,27,24,-7.0,PIT -6.5,TEN +7.0,-0.46%,46.5,43.14,Under,win,loss
2014,11,SEA,KC,20,24,-1.0,SEA -0.5,KC +1.0,-1.65%,43.5,47.14,Over,win,win
2014,11,SF,NYG,16,10,-4.0,SF -3.5,NYG +4.0,-2.12%,45.0,35.4,Under,loss,win
2014,11,TB,WAS,27,7,6.5,WAS -6.0,TB +6.5,-1.54%,45.5,38.48,Under,win,win
2014,12,ARI,SEA,3,19,7.5,SEA -7.5,SEA -7.5,-3.44%,42.0,40.1,Under,win,win
2014,12,BAL,NO,34,27,2.5,NO -2.5,BAL +2.5,-3.82%,50.5,48.35,Under,win,loss
2014,12,CIN,HOU,22,13,3.0,HOU -3.0,CIN +3.0,-4.53%,44.5,38.48,Under,win,win
2014,12,CLE,ATL,26,24,3.0,ATL -3.5,ATL -3.0,-1.52%,48.5,43.69,Under,loss,loss
2014,12,DAL,NYG,31,28,-4.0,DAL -3.0,NYG +4.0,0.47%,48.5,43.14,Under,win,loss
2014,12,DET,NE,9,34,7.5,NE -8.0,NE -7.5,-1.59%,47.5,43.69,Under,win,win
2014,12,GB,MIN,24,21,-7.5,GB -7.5,GB -7.5,-4.28%,50.0,56.69,Over,loss,loss
2014,12,JAX,IND,3,23,13.0,IND -13.0,IND -13.0,-4.01%,49.0,44.67,Under,win,win
2014,12,KC,LV,20,24,-7.5,KC -8.0,KC -7.5,-0.42%,42.0,39.82,Under,loss,loss
2014,12,MIA,DEN,36,39,6.5,DEN -6.5,DEN -6.5,-4.12%,47.5,52.9,Over,loss,win
2014,12,NYJ,BUF,3,38,2.5,BUF -3.5,BUF -2.5,0.65%,42.0,31.89,Under,win,win
2014,12,LA,LAC,24,27,4.0,LAC -3.5,LA +4.0,-2.17%,43.5,35.4,Under,win,loss
2014,12,TB,CHI,13,21,4.0,CHI -4.0,TB +4.0,-3.68%,47.0,38.48,Under,loss,win
2014,12,TEN,PHI,24,43,11.0,PHI -10.5,TEN +11.0,-2.47%,49.0,53.62,Over,loss,win
2014,12,WAS,SF,13,17,9.0,SF -9.0,SF -9.0,-3.84%,44.0,39.06,Under,loss,win
2014,13,ARI,ATL,18,29,-1.5,ARI -0.5,ATL +1.5,0.20%,45.5,38.48,Under,win,loss
2014,13,CAR,MIN,13,31,2.5,MIN -2.5,CAR +2.5,-3.50%,41.5,38.79,Under,loss,loss
2014,13,CHI,DET,17,34,7.5,DET -7.0,CHI +7.5,-0.27%,46.0,38.48,Under,loss,loss
2014,13,CIN,TB,14,13,-6.0,CIN -5.0,TB +6.0,0.12%,43.5,40.65,Under,win,win
2014,13,CLE,BUF,10,26,3.0,BUF -4.0,BUF -3.0,0.20%,42.0,35.38,Under,win,win
2014,13,DEN,KC,29,16,1.0,DEN -0.0,DEN +1.0,1.67%,49.0,43.69,Under,win,win
2014,13,MIA,NYJ,16,13,-6.5,MIA -7.5,MIA -6.5,1.34%,41.5,35.14,Under,loss,win
2014,13,NE,GB,21,26,3.0,GB -2.5,NE +3.0,-1.81%,57.0,63.36,Over,loss,loss
2014,13,NO,PIT,35,32,3.5,PIT -3.5,PIT -3.5,-4.21%,54.5,52.27,Under,loss,loss
2014,13,NYG,JAX,24,25,-3.0,NYG -3.5,NYG -3.0,-0.42%,44.0,38.64,Under,loss,loss
2014,13,LV,LA,0,52,6.5,LA -6.5,LA -6.5,-4.11%,43.0,41.93,Under,win,loss
2014,13,PHI,DAL,33,10,3.0,DAL -2.0,PHI +3.0,-0.08%,56.5,54.93,Under,win,win
2014,13,LAC,BAL,34,33,6.5,BAL -7.0,BAL -6.5,-2.52%,45.5,58.99,Over,loss,win
2014,13,SEA,SF,19,3,1.0,SF -0.5,SEA +1.0,-1.15%,40.0,32.24,Under,win,win
2014,13,TEN,HOU,21,45,7.0,HOU -7.0,HOU -7.0,-4.05%,43.0,51.54,Over,win,win
2014,13,WAS,IND,27,49,7.5,IND -8.5,IND -7.5,0.53%,48.5,50.15,Over,win,win
2014,14,ATL,GB,37,43,13.5,GB -12.5,ATL +13.5,0.55%,54.5,62.04,Over,win,win
2014,14,BAL,MIA,28,13,3.0,MIA -2.5,BAL +3.0,-3.01%,45.0,51.82,Over,win,loss
2014,14,BUF,DEN,17,24,9.0,DEN -9.0,DEN -9.0,-3.17%,47.0,59.1,Over,loss,loss
2014,14,CAR,NO,41,10,8.5,NO -8.5,NO -8.5,-4.52%,50.5,51.15,Over,loss,win
2014,14,DAL,CHI,41,28,-3.5,DAL -3.5,CHI +3.5,-4.13%,50.5,51.9,Over,loss,win
2014,14,HOU,JAX,27,13,-6.5,HOU -7.0,HOU -6.5,-0.24%,41.5,40.94,Under,win,win
2014,14,IND,CLE,25,24,-3.0,IND -3.5,IND -3.0,-0.47%,50.0,51.82,Over,loss,loss
2014,14,KC,ARI,14,17,-2.5,KC -1.0,ARI +2.5,2.77%,41.5,33.26,Under,win,win
2014,14,NE,LAC,23,14,-4.0,NE -5.0,NE -4.0,0.19%,53.0,51.82,Under,win,win
2014,14,NYG,TEN,36,7,-3.0,NYG -2.5,TEN +3.0,-0.49%,46.5,45.23,Under,loss,win
2014,14,NYJ,MIN,24,30,4.5,MIN -6.0,MIN -4.5,3.56%,40.5,39.32,Under,win,loss
2014,14,PIT,CIN,42,21,3.0,CIN -2.5,PIT +3.0,-1.92%,47.0,50.23,Over,win,win
2014,14,SEA,PHI,24,14,-1.5,SEA -1.0,PHI +1.5,-2.81%,48.0,51.06,Over,loss,loss
2014,14,SF,LV,13,24,-8.0,SF -8.5,SF -8.0,-0.28%,40.0,35.08,Under,loss,win
2014,14,LA,WAS,24,0,-2.5,LA -3.0,LA -2.5,-0.72%,44.5,40.8,Under,win,win
2014,14,TB,DET,17,34,10.5,DET -10.0,TB +10.5,-0.56%,42.0,41.17,Under,loss,loss
2014,15,ARI,LA,12,6,6.0,LA -6.0,ARI +6.0,-3.41%,40.5,40.8,Over,win,loss
2014,15,CIN,CLE,30,0,2.5,CLE -2.5,CIN +2.5,-3.16%,44.0,35.4,Under,win,win
2014,15,DAL,PHI,38,27,3.5,PHI -3.5,PHI -3.5,-3.28%,54.5,51.4,Under,loss,loss
2014,15,DEN,LAC,22,10,-4.0,DEN -4.5,DEN -4.0,-2.90%,49.0,42.67,Under,win,win
2014,15,GB,BUF,13,21,-3.5,GB -3.0,BUF +3.5,-2.25%,49.5,47.14,Under,win,win
2014,15,HOU,IND,10,17,7.0,IND -7.0,HOU +7.0,-3.26%,49.0,55.25,Over,push,loss
2014,15,JAX,BAL,12,20,14.0,BAL -14.5,BAL -14.0,-1.92%,44.5,42.15,Under,loss,win
2014,15,MIA,NE,13,41,9.5,NE -9.0,MIA +9.5,-2.61%,49.0,39.34,Under,loss,loss
2014,15,MIN,DET,14,16,8.0,DET -7.5,MIN +8.0,-1.93%,42.5,55.22,Over,win,loss
2014,15,NO,CHI,31,15,-3.0,NO -2.0,CHI +3.0,0.30%,53.5,45.13,Under,loss,win
2014,15,NYJ,TEN,16,11,-3.5,NYJ -2.0,TEN +3.5,4.34%,42.0,32.84,Under,loss,win
2014,15,LV,KC,13,31,11.0,KC -11.5,KC -11.0,-1.67%,41.5,33.88,Under,win,loss
2014,15,PIT,ATL,27,20,-3.0,PIT -2.0,ATL +3.0,1.59%,55.0,63.77,Over,loss,loss
2014,15,SF,SEA,7,17,10.0,SEA -9.5,SF +10.0,-3.05%,38.0,33.01,Under,push,win
2014,15,TB,CAR,17,19,3.5,CAR -4.5,CAR -3.5,1.12%,41.0,39.82,Under,loss,win
2014,15,WAS,NYG,13,24,7.0,NYG -7.0,WAS +7.0,-4.44%,46.5,38.79,Under,loss,win
2014,16,ATL,NO,30,14,6.0,NO -5.0,ATL +6.0,1.83%,56.0,46.1,Under,win,win
2014,16,BAL,HOU,13,25,-6.0,BAL -4.0,HOU +6.0,6.08%,42.0,42.15,Over,win,loss
2014,16,BUF,LV,24,26,-7.0,BUF -6.5,LV +7.0,-2.56%,42.0,43.14,Over,win,win
2014,16,CLE,CAR,13,17,6.0,CAR -5.5,CLE +6.0,-1.60%,40.0,37.45,Under,win,win
2014,16,DEN,CIN,28,37,-3.5,DEN -3.5,DEN -3.5,-3.48%,47.0,58.99,Over,loss,win
2014,16,DET,CHI,20,14,-10.0,DET -7.5,CHI +10.0,-18.41%,44.5,42.15,Under,win,win
2014,16,GB,TB,20,3,-11.5,GB -10.5,TB +11.5,0.44%,48.5,38.48,Under,loss,win
2014,16,IND,DAL,7,42,3.5,DAL -2.0,IND +3.5,5.09%,53.0,51.94,Under,loss,win
2014,16,KC,PIT,12,20,2.5,PIT -2.5,KC +2.5,-3.99%,49.5,47.14,Under,loss,win
2014,16,MIN,MIA,35,37,4.5,MIA -5.0,MIA -4.5,-0.88%,42.0,53.1,Over,loss,win
2014,16,NE,NYJ,17,16,-10.0,NE -11.5,NE -10.0,4.77%,47.0,44.66,Under,loss,win
2014,16,NYG,LA,37,27,7.0,LA -6.5,NYG +7.0,-2.87%,43.5,53.17,Over,win,win
2014,16,PHI,WAS,24,27,-7.0,PHI -7.5,PHI -7.0,-2.46%,51.0,37.46,Under,loss,push
2014,16,LAC,SF,38,35,2.0,SF -2.0,LAC +2.0,-3.61%,40.5,40.65,Over,win,win
2014,16,SEA,ARI,35,6,-9.5,SEA -7.5,ARI +9.5,6.93%,36.5,34.0,Under,loss,loss
2014,16,TEN,JAX,13,21,4.0,JAX -3.0,TEN +4.0,1.38%,39.0,29.83,Under,loss,win
2014,17,ARI,SF,17,20,6.0,SF -5.0,ARI +6.0,-27.62%,38.0,30.48,Under,win,win
2014,17,BUF,NE,17,9,4.5,NE -7.0,NE -4.5,-18.22%,43.5,42.67,Under,loss,win
